<0,stu2-8,stu2-8application2-8,checkStatus> 0.0023680892344342683
<1681,fac0-0,gradebook0-1,readScore> 8.34384261193257E-5
<1682,admissions0-1,stu3-17application3-17,read> 1.6414184725155304E-4
<1683,admissions4-0,stu1-6application1-6,read> 2.5054125640882634E-5
<1684,fac3-1,gradebook3-2,addScore> 6.056123614011674E-5
<1685,fac2-2,gradebook2-4,addScore> 7.70990580456618E-4
<1686,fac2-2,roster2-4,read> 0.0014294789629763001
<1687,admissions0-0,application4-4,setStatus> 1.884775578545674E-4
<1688,fac1-2,gradebook1-5,assignGrade> 2.9481067335416605E-4
<1689,admissions0-0,application4-2,setStatus> 1.8517913187490458E-4
<1690,stu2-11,stu2-11application2-11,checkStatus> 8.222775720371293E-4
<1691,stu4-2,gradebook4-2,addScore> 4.8263356844049346E-4
<1692,admissions0-0,application4-3,setStatus> 1.8913724305049998E-4
<1693,admissions0-0,application4-0,setStatus> 1.7792259471964631E-4
<1694,registrar4-1,transcript3-0,read> 8.819446525341437E-5
<1695,admissions0-0,application4-1,setStatus> 1.864985022667697E-4
<1696,admissions0-1,stu2-4application2-4,setStatus> 4.188521950353553E-5
<1697,admissions2-0,stu0-4application0-4,read> 1.2435613262518538E-4
<1698,fac0-3,gradebook0-7,readScore> 2.4030800552966825E-5
<1699,stu2-7,transcript2-7,read> 9.506124405449448E-4
<1700,fac0-3,gradebook0-6,readScore> 2.756243483565089E-5
<1701,registrar4-1,roster4-7,write> 9.592826145051496E-5
<1702,registrar4-1,roster4-6,write> 9.794485555983966E-5
<1703,registrar2-1,roster1-7,read> 2.1739107731273425E-4
<1704,registrar4-1,roster4-5,write> 9.256727126830716E-5
<1705,registrar4-1,roster4-2,write> 1.2147178683529442E-4
<1706,stu1-17,gradebook1-6,readMyScores> 4.505282794373662E-5
<1707,stu5-4,stu5-4application5-4,checkStatus> 7.500995955827881E-4
<1708,admissions4-1,stu1-2application1-2,read> 1.5573253161059258E-4
<1709,admissions0-1,application4-3,setStatus> 1.8849718469838322E-4
<1710,admissions2-0,stu4-3application4-3,read> 1.9150721885800024E-4
<1711,admissions0-0,stu2-13application2-13,setStatus> 1.337236865921643E-4
<1712,admissions0-1,application4-4,setStatus> 1.8783973193966196E-4
<1713,registrar2-1,transcript3-13,read> 3.6929941431018806E-4
<1714,admissions4-0,stu2-8application2-8,setStatus> 2.2105067713145218E-4
<1715,registrar4-1,roster1-1,write> 1.806252140421521E-4
<1716,fac3-0,gradebook3-1,addScore> 1.6026948286269746E-4
<1717,admissions4-1,stu0-5application0-5,read> 1.6071265254151093E-4
<1718,admissions0-1,application4-0,setStatus> 1.773204878001213E-4
<1719,registrar4-1,roster4-9,write> 8.651748894033304E-5
<1720,admissions0-1,application4-1,setStatus> 1.8586737366349808E-4
<1721,registrar4-1,roster4-8,write> 8.853408304965776E-5
<1722,stu3-13,gradebook3-2,addScore> 6.981644166319107E-5
<1723,registrar2-0,roster3-7,read> 1.343832346342851E-4
<1724,admissions0-0,stu0-9application0-9,read> 1.269652117598351E-4
<1725,admissions0-1,application4-2,setStatus> 1.845524681460555E-4
<1726,stu0-7,transcript0-7,read> 5.687972286068753E-4
<1727,admissions4-0,stu2-4application2-4,read> 3.147720468768245E-5
<1728,fac0-2,gradebook0-4,readScore> 1.359178329636604E-5
<1729,stu2-6,transcript2-6,read> 9.357365231967085E-4
<1730,fac0-2,gradebook0-5,readScore> 2.8190107725981977E-5
<1731,admissions2-0,stu0-19application0-19,setStatus> 1.1012217435810189E-4
<1732,admissions4-0,stu0-13application0-13,setStatus> 1.851173677787259E-4
<1733,stu3-13,gradebook3-4,readMyScores> 3.316533938385214E-5
<1734,admissions0-0,stu1-12application1-12,setStatus> 1.561529832538716E-4
<1735,stu5-4,transcript5-4,read> 0.0014663109086171429
<1736,admissions4-1,stu1-8application1-8,setStatus> 1.447111844367704E-4
<1737,fac2-2,gradebook2-4,readScore> 2.8404916122085923E-4
<1738,admissions4-0,application0-0,setStatus> 7.05799442169109E-5
<1739,admissions4-1,stu2-14application2-14,setStatus> 6.152052797711162E-5
<1740,admissions4-0,application0-1,setStatus> 6.833411238236553E-5
<1741,stu3-12,gradebook3-7,addScore> 9.59072640966976E-5
<1742,registrar2-0,transcript4-18,read> 3.843874783249761E-4
<1743,stu2-16,gradebook2-3,readScore> 2.9856693561830733E-4
<1744,admissions4-0,stu2-13application2-13,setStatus> 1.138122070319097E-4
<1745,admissions4-0,application0-4,setStatus> 6.889557034100187E-5
<1746,fac2-4,gradebook2-9,readScore> 5.657212660969989E-4
<1747,admissions4-0,application0-2,setStatus> 6.777265442372917E-5
<1748,fac2-4,gradebook2-8,readScore> 2.6994835149328576E-4
<1749,admissions2-1,stu0-19application0-19,setStatus> 1.0659120283559763E-4
<1750,admissions0-0,application1-4,setStatus> 1.893846249989747E-5
<1751,registrar2-0,transcript5-7,read> 3.1016693860081075E-4
<1752,registrar4-0,roster0-7,read> 2.3544528494325018E-4
<1753,admissions2-0,stu4-4application4-4,read> 1.3464936482145623E-4
<1754,stu4-7,gradebook4-1,readMyScores> 1.4784338918396358E-4
<1755,fac3-0,gradebook3-1,readScore> 5.90466515809938E-5
<1756,registrar4-0,roster0-3,read> 2.2998480482860564E-4
<1757,admissions2-0,stu3-5application3-5,setStatus> 1.2126203604237773E-4
<1758,admissions0-1,stu4-11application4-11,setStatus> 2.33203972291431E-4
<1759,admissions4-1,application0-0,setStatus> 7.114121613911298E-5
<1760,registrar4-0,transcript4-15,read> 4.320114903779801E-4
<1761,admissions4-1,application0-1,setStatus> 6.887752480687737E-5
<1762,admissions4-1,application0-2,setStatus> 6.831160197381847E-5
<1763,registrar0-0,roster0-3,read> 1.941197280522149E-4
<1764,admissions4-1,application0-3,setStatus> 7.000937047299518E-5
<1765,admissions4-1,application0-4,setStatus> 6.944344763993627E-5
<1766,admissions0-1,stu2-6application2-6,read> 1.618276135408541E-4
<1767,admissions2-1,stu4-4application4-4,read> 1.3033195031816305E-4
<1768,admissions4-0,stu0-4application0-4,read> 1.2535297537167981E-4
<1769,admissions0-0,stu0-17application0-17,read> 2.163657495126167E-4
<1770,admissions0-1,stu0-18application0-18,setStatus> 2.575297243641187E-4
<1771,admissions0-0,stu0-8application0-8,setStatus> 1.9111629863829768E-4
<1772,admissions2-1,stu3-7application3-7,setStatus> 1.55113225622719E-4
<1773,stu4-9,gradebook4-9,addScore> 4.4773330128841784E-4
<1774,admissions2-1,stu1-0application1-0,setStatus> 1.987830461311282E-4
<1775,stu2-4,gradebook2-5,readScore> 1.5902166392470655E-4
<1776,admissions4-1,stu4-15application4-15,read> 1.1807036707052254E-5
<1777,fac3-4,gradebook3-9,addScore> 3.4843722705648115E-4
<1778,fac3-3,gradebook3-6,changeScore> 4.8178703984194497E-4
<1779,admissions4-1,stu0-9application0-9,setStatus> 1.23772039613591E-4
<1780,admissions2-1,stu3-13application3-13,read> 1.1277776074095559E-4
<1781,registrar0-0,transcript4-14,read> 3.6665749463102624E-4
<1782,admissions0-1,stu3-18application3-18,setStatus> 2.0756331470130068E-4
<1783,admissions0-1,stu0-17application0-17,read> 2.1563354731460449E-4
<1784,admissions0-1,stu0-1application0-1,setStatus> 2.0189278465732955E-5
<1785,admissions4-1,stu1-15application1-15,read> 1.3880012044547015E-4
<1786,admissions4-0,stu4-15application4-15,read> 1.1713884543683006E-5
<1787,admissions0-1,stu4-8application4-8,read> 9.587195278593426E-5
<1788,admissions4-1,stu0-10application0-10,setStatus> 2.2054484406666352E-4
<1789,admissions0-0,stu5-8application5-8,read> 2.2217097923682335E-4
<1790,registrar4-1,roster1-8,write> 1.8331400618791836E-4
<1791,admissions4-1,application3-4,read> 1.2336174555962326E-4
<1792,registrar2-1,transcript0-3,read> 1.130954846572487E-4
<1793,admissions4-1,application3-2,read> 1.2435776974580696E-4
<1794,admissions4-1,application3-3,read> 1.2385975765271515E-4
<1795,admissions0-1,stu3-0application3-0,setStatus> 9.842615675356649E-5
<1796,admissions4-1,stu0-4application0-4,read> 1.263498181181743E-4
<1797,admissions0-1,stu4-6application4-6,read> 6.810114825754698E-5
<1798,fac3-4,roster3-8,read> 0.0017876167688678135
<1799,registrar2-1,roster0-6,write> 1.5111999943012342E-4
<1800,registrar2-1,transcript4-1,read> 2.2124714348615342E-4
<1801,admissions2-1,stu4-2application4-2,setStatus> 1.0119986697036191E-4
<1802,admissions0-1,stu5-13application5-13,read> 2.1621210574227921E-4
<1803,admissions4-1,application3-1,read> 1.218677092803478E-4
<1804,admissions4-1,application3-0,read> 1.2236572137343962E-4
<1805,fac1-4,gradebook1-8,addScore> 5.273140922833377E-4
<1806,stu5-10,transcript5-10,read> 1.5723018197233275E-4
<1807,chair0,transcript0-4,read> 6.12128604412087E-4
<1808,fac1-4,gradebook1-9,addScore> 1.6245071743541337E-4
<1809,registrar0-0,roster4-8,write> 7.358014963627987E-5
<1810,admissions4-0,application3-1,read> 1.2090622833927995E-4
<1811,admissions4-0,application3-2,read> 1.2337664335727988E-4
<1812,admissions4-0,application3-3,read> 1.228825603536799E-4
<1813,stu2-6,gradebook2-1,readScore> 2.1851819726839412E-4
<1814,admissions4-0,application3-4,read> 1.223884773500799E-4
<1815,admissions4-1,stu3-2application3-2,read> 4.965595578203171E-5
<1816,registrar0-1,transcript0-0,read> 1.7932526989026658E-4
<1817,admissions0-0,stu4-6application4-6,read> 6.83323915453485E-5
<1818,admissions2-0,stu0-2application0-2,setStatus> 9.306426115405451E-6
<1819,admissions2-1,stu1-13application1-13,setStatus> 1.2977394705611118E-4
<1820,admissions4-0,application3-0,read> 1.2140031134287994E-4
<1821,admissions4-0,stu3-2application3-2,read> 4.926419281728195E-5
<1822,admissions4-1,stu1-0application1-0,read> 1.836212088237353E-4
<1823,admissions4-1,stu1-19application1-19,setStatus> 5.0202071315933564E-5
<1824,fac1-2,gradebook1-4,addScore> 5.639025419888311E-4
<1825,fac1-2,gradebook1-5,addScore> 3.4402654677681256E-4
<1826,chair5,transcript5-17,read> 1.2452909133100245E-4
<1827,chair5,transcript5-18,read> 1.1879262647122499E-4
<1828,registrar0-1,roster5-8,read> 1.2058523294108284E-4
<1829,chair5,transcript5-15,read> 1.4173848591033484E-4
<1830,fac1-1,gradebook1-3,assignGrade> 3.23936338231261E-4
<1831,chair5,transcript5-16,read> 1.3026555619077992E-4
<1832,chair5,transcript5-19,read> 1.0731969675167007E-4
<1833,stu2-9,gradebook2-1,readScore> 2.0368861901065878E-4
<1834,registrar2-0,transcript3-10,read> 3.7184316175187774E-4
<1835,stu0-5,gradebook0-1,readMyScores> 3.481450627608806E-5
<1836,app0-2,application0-2,checkStatus> 7.260402700980077E-4
<1837,chair5,transcript5-10,read> 1.8189373992877708E-4
<1838,admissions2-1,stu2-19application2-19,read> 1.0993113540411114E-4
<1839,chair5,transcript5-13,read> 1.532114156298898E-4
<1840,admissions4-0,stu0-14application0-14,setStatus> 1.3177886170827286E-4
<1841,fac2-2,gradebook2-4,assignGrade> 8.045098087033271E-4
<1842,registrar4-1,roster3-8,write> 1.1407760843443719E-4
<1843,registrar2-0,transcript1-8,read> 3.185298163162097E-4
<1844,stu4-1,transcript4-1,read> 0.0010448265837504425
<1845,stu5-1,stu5-1application5-1,checkStatus> 3.651503878263021E-4
<1846,chair5,transcript5-11,read> 1.5894788048966726E-4
<1847,chair5,transcript5-12,read> 1.7042081020922215E-4
<1848,admissions4-1,stu5-16application5-16,read> 1.2983590276981715E-4
<1849,registrar0-1,roster3-8,read> 1.2976054260740563E-4
<1850,admissions2-1,stu3-18application3-18,read> 1.497838901199335E-4
<1851,registrar4-0,transcript2-14,read> 4.02152384949252E-4
<1852,admissions4-1,stu0-14application0-14,setStatus> 1.3282680494253345E-4
<1853,admissions4-1,stu0-18application0-18,setStatus> 2.2167668973278128E-4
<1854,registrar0-0,transcript4-15,read> 3.646412774535388E-4
<1855,admissions4-1,stu2-18application2-18,setStatus> 1.7074363475747998E-4
<1856,registrar4-0,transcript1-4,read> 3.6871018686907654E-4
<1857,stu5-11,gradebook5-5,readMyScores> 1.9079621950197573E-5
<1858,admissions0-1,stu0-3application0-3,read> 9.066492693686164E-5
<1859,registrar2-0,transcript3-15,read> 3.6557100346532864E-4
<1860,stu5-11,gradebook5-6,readMyScores> 2.788010168253988E-5
<1861,admissions2-1,application5-3,setStatus> 2.0525264916941108E-4
<1862,stu5-11,gradebook5-7,readMyScores> 2.8317410960797924E-5
<1863,stu5-11,gradebook5-2,readMyScores> 2.860877421955387E-5
<1864,admissions0-0,stu5-2application5-2,setStatus> 1.8781787265863487E-4
<1865,registrar4-1,transcript5-9,read> 3.62330155531076E-4
<1866,admissions2-0,stu3-18application3-18,read> 1.5474567529988992E-4
<1867,admissions2-0,stu5-15application5-15,read> 3.95595054844776E-5
<1868,stu2-14,transcript2-14,read> 0.0016696151123763746
<1869,admissions4-0,stu3-11application3-11,read> 1.2189439434647993E-4
<1870,registrar2-1,roster3-3,write> 9.584106493619087E-5
<1871,registrar2-1,roster3-5,write> 9.70048319781684E-5
<1872,stu5-12,gradebook5-7,readMyScores> 2.8556376454137996E-5
<1873,registrar2-0,transcript3-12,read> 3.687070826086032E-4
<1874,registrar2-1,roster3-6,write> 9.758671549915717E-5
<1875,registrar2-1,roster3-1,write> 9.351353085223582E-5
<1876,registrar2-1,roster3-2,write> 9.23497638102583E-5
<1877,admissions4-0,stu0-4application0-4,setStatus> 1.4244656292236344E-4
<1878,admissions4-1,stu0-14application0-14,read> 1.1688758834942943E-4
<1879,registrar2-1,roster3-9,read> 1.3658200333541975E-4
<1880,admissions4-0,stu5-10application5-10,read> 1.7723169074967837E-4
<1881,registrar2-1,roster3-7,write> 9.816859902014593E-5
<1882,registrar2-1,roster3-8,write> 9.87504825411347E-5
<1883,registrar2-1,roster3-9,write> 9.933236606212346E-5
<1884,admissions0-1,stu1-8application1-8,read> 1.4794221127666045E-4
<1885,admissions4-0,stu4-7application4-7,read> 3.6912117727282304E-5
<1886,registrar2-0,roster3-5,write> 9.657465533968428E-5
<1887,registrar2-0,roster3-2,write> 9.194023048959196E-5
<1888,stu4-1,gradebook4-1,readMyScores> 1.3775712564897144E-4
<1889,registrar2-1,transcript1-3,read> 3.272987701047882E-4
<1890,fac5-1,gradebook5-2,readScore> 6.70247570983093E-5
<1891,registrar2-1,transcript1-9,read> 3.2099867347397816E-4
<1892,admissions2-1,stu0-13application0-13,read> 1.5642601590590388E-4
<1893,admissions0-0,stu2-5application2-5,setStatus> 1.785822799155789E-4
<1894,registrar2-0,roster3-3,write> 9.54160491271612E-5
<1895,admissions4-0,stu1-12application1-12,read> 1.1695356431048006E-4
<1896,registrar2-0,roster3-8,write> 9.83125646584689E-5
<1897,registrar2-0,roster3-9,write> 9.889186776473045E-5
<1898,registrar2-0,roster3-6,write> 9.715395844594581E-5
<1899,registrar2-0,roster3-7,write> 9.773326155220736E-5
<1900,admissions2-1,stu2-5application2-5,setStatus> 1.4594795465181832E-4
<1901,admissions4-1,stu0-4application0-4,setStatus> 1.4357933877065263E-4
<1902,admissions4-0,stu0-14application0-14,read> 1.159653983032801E-4
<1903,admissions0-1,stu5-19application5-19,setStatus> 4.1227766744814237E-5
<1904,admissions0-0,stu1-8application1-8,read> 1.484445617393995E-4
<1905,registrar4-1,transcript2-1,read> 2.3496622863216238E-4
<1906,registrar4-1,roster3-9,read> 1.5778098389745827E-4
<1907,admissions0-0,stu2-14application2-14,read> 6.310768479356254E-5
<1908,chair0,transcript0-2,read> 0.0010022082148769544
<1909,admissions0-1,stu0-6application0-6,read> 6.405123926382383E-5
<1910,admissions4-1,stu4-7application4-7,read> 3.720565345473584E-5
<1911,admissions0-0,stu3-3application3-3,read> 2.1578522654019602E-4
<1912,stu5-10,gradebook5-6,readMyScores> 2.717427632348824E-5
<1913,admissions4-0,stu4-11application4-11,setStatus> 1.991538167446346E-4
<1914,admissions2-0,stu0-13application0-13,read> 1.616078300974038E-4
<1915,admissions0-0,stu0-3application0-3,read> 9.097278746975421E-5
<1916,admissions2-0,stu5-13application5-13,setStatus> 2.081529571797294E-4
<1917,stu5-10,gradebook5-8,readMyScores> 1.3324319864909167E-5
<1918,admissions0-0,stu2-7application2-7,read> 1.0722743069753269E-4
<1919,admissions4-1,stu1-12application1-12,read> 1.1788361253561312E-4
<1920,admissions4-1,stu5-8application5-8,setStatus> 2.1658338423525118E-4
<1921,admissions4-1,stu5-18application5-18,setStatus> 1.2886534511112114E-4
<1922,admissions2-0,stu4-7application4-7,read> 3.661858199982877E-5
<1923,admissions0-0,stu5-4application5-4,read> 7.239605235229312E-5
<1924,stu5-15,gradebook5-9,readMyScores> 2.2717709153620188E-5
<1925,admissions2-0,application1-0,read> 1.9463195006043956E-5
<1926,stu5-15,gradebook5-7,readMyScores> 2.951223842749826E-5
<1927,admissions2-0,stu5-15application5-15,setStatus> 4.495398350508818E-5
<1928,admissions2-0,application1-3,read> 2.1913964576584643E-5
<1929,stu2-13,gradebook2-6,readMyScores> 2.0881533565510207E-4
<1930,admissions0-0,stu0-6application0-6,read> 6.426873073840387E-5
<1931,admissions2-0,application1-4,read> 1.4071501950854447E-5
<1932,registrar2-0,transcript3-16,read> 3.6452564375090375E-4
<1933,registrar4-1,transcript1-0,read> 3.223014927914174E-4
<1934,stu5-16,gradebook5-5,readMyScores> 1.97236598219342E-5
<1935,stu1-7,gradebook1-9,readMyScores> 5.458691111983715E-5
<1936,stu1-0,transcript1-0,read> 0.0013175517351347778
<1937,admissions2-0,application1-1,read> 2.044350283426023E-5
<1938,stu5-16,gradebook5-2,readMyScores> 2.95744712396232E-5
<1939,admissions2-0,application1-2,read> 2.1423810662476507E-5
<1940,admissions0-1,stu2-14application2-14,read> 6.289412240847436E-5
<1941,admissions4-0,stu3-14application3-14,read> 1.1497723229608012E-4
<1942,admissions2-1,stu4-7application4-7,read> 3.544443909001462E-5
<1943,registrar2-0,transcript4-19,read> 3.833421186105513E-4
<1944,registrar4-0,transcript5-8,read> 3.579609089147345E-4
<1945,admissions4-1,stu2-17application2-17,read> 1.0642933439450089E-4
<1946,registrar0-0,transcript1-5,read> 3.122196308388611E-4
<1947,admissions2-0,stu0-10application0-10,setStatus> 2.1706484652715008E-4
<1948,admissions0-1,stu5-4application5-4,read> 7.215105725127013E-5
<1949,registrar0-1,roster1-9,read> 2.0927989304887006E-4
<1950,registrar0-1,roster1-8,read> 2.085152839100098E-4
<1951,stu5-16,gradebook5-7,readMyScores> 2.9273272934158194E-5
<1952,stu5-16,gradebook5-6,readMyScores> 2.882120216127541E-5
<1953,admissions2-1,application1-1,read> 1.9787999737370124E-5
<1954,admissions2-1,application1-0,read> 1.8839124625088637E-5
<1955,stu3-11,gradebook3-1,addScore> 1.7190621099134217E-4
<1956,admissions2-1,application1-2,read> 2.0736874849651607E-5
<1957,admissions2-1,application1-3,read> 2.121131240579235E-5
<1958,stu5-17,gradebook5-4,readMyScores> 3.814827148904647E-5
<1959,registrar0-1,transcript4-0,read> 2.1043228802931026E-4
<1960,registrar0-1,roster4-1,read> 1.3740663399600797E-4
<1961,admissions2-1,application1-4,read> 1.3620311507540476E-5
<1962,admissions4-0,stu0-7application0-7,read> 1.0657782123488033E-4
<1963,admissions0-0,stu3-14application3-14,setStatus> 1.5351424247014134E-4
<1964,admissions2-0,stu2-16application2-16,setStatus> 1.1402112594759846E-4
<1965,stu5-17,gradebook5-2,readMyScores> 2.9333046984605864E-5
<1966,registrar4-1,transcript1-1,read> 3.1987551323143815E-4
<1967,stu5-18,gradebook5-6,addScore> 9.881915665562924E-5
<1968,registrar0-0,roster0-8,read> 2.1178734386174874E-4
<1969,stu5-9,stu5-9application5-9,checkStatus> 3.110169054855463E-4
<1970,admissions4-1,stu3-14application3-14,read> 1.1589156416324577E-4
<1971,registrar4-1,roster0-8,read> 2.548295754087092E-4
<1972,fac1-2,gradebook1-4,assignGrade> 2.885694594519314E-4
<1973,admissions0-0,stu4-14application4-14,setStatus> 2.0694874334067933E-4
<1974,stu5-13,gradebook5-6,readMyScores> 2.740955144317212E-5
<1975,admissions0-0,application5-3,read> 2.2100993329198198E-4
<1976,admissions0-1,stu1-16application1-16,setStatus> 1.4576275538149937E-4
<1977,admissions2-0,stu0-9application0-9,setStatus> 1.2181902912659154E-4
<1978,registrar4-0,roster1-9,read> 2.490964852298616E-4
<1979,stu5-13,gradebook5-3,readMyScores> 5.6609865715439005E-5
<1980,registrar0-0,roster1-8,read> 2.0948287223441822E-4
<1981,chair3,transcript3-8,read> 3.9414293974054324E-4
<1982,registrar0-0,roster1-9,read> 2.102510294435284E-4
<1983,registrar0-1,roster1-4,read> 2.0010458338254726E-4
<1984,admissions2-0,stu2-5application2-5,setStatus> 1.507826695057088E-4
<1985,admissions2-1,stu2-16application2-16,setStatus> 1.1036513794126264E-4
<1986,chair3,transcript3-4,read> 4.4577112347854046E-4
<1987,registrar0-1,roster1-6,read> 2.023984107991279E-4
<1988,registrar0-1,roster1-7,read> 2.0775067477114955E-4
<1989,stu4-7,gradebook4-2,readMyScores> 1.8818652424259713E-4
<1990,registrar0-1,roster1-1,read> 2.0545684735456888E-4
<1991,admissions4-1,stu3-11application3-11,read> 1.2286373346653145E-4
<1992,registrar0-0,transcript2-5,read> 1.9124660018960508E-4
<1993,registrar0-1,roster1-2,read> 2.0469223821570863E-4
<1994,registrar0-1,roster1-3,read> 2.0086919252140748E-4
<1995,stu2-4,stu2-4application2-4,checkStatus> 3.8319488193988744E-4
<1996,registrar2-0,transcript5-1,read> 3.0180406088541186E-4
<1997,stu5-17,gradebook5-6,addScore> 9.963923264447267E-5
<1998,admissions4-0,stu0-3application0-3,setStatus> 8.798514093463768E-5
<1999,registrar2-0,transcript0-12,read> 3.457091688912562E-4
<2000,stu5-14,gradebook5-5,readMyScores> 1.8918612482263414E-5
<2001,admissions0-1,application1-2,setStatus> 2.8736164329109728E-5
<2002,admissions2-1,stu5-15application5-15,setStatus> 4.351257321233986E-5
<2003,admissions0-0,stu5-5application5-5,setStatus> 1.1591218630198493E-4
<2004,admissions0-0,stu1-16application1-16,setStatus> 1.4625770531488306E-4
<2005,stu5-14,gradebook5-7,readMyScores> 2.8078445467457858E-5
<2006,stu5-14,gradebook5-8,readMyScores> 1.3555044018414086E-5
<2007,admissions2-0,stu4-14application4-14,setStatus> 1.7473337212690183E-4
<2008,chair1,transcript1-16,read> 2.1057606422766442E-4
<2009,registrar2-1,roster1-5,read> 2.133906281059365E-4
<2010,admissions0-0,stu0-7application0-7,setStatus> 1.4229959413928766E-4
<2011,admissions4-1,stu5-1application5-1,setStatus> 3.4356231990284263E-5
<2012,registrar0-0,roster1-5,read> 2.0487392897975722E-4
<2013,stu4-4,gradebook4-6,readMyScores> 1.0443843931770727E-4
<2014,registrar0-0,roster1-6,read> 2.0333761456153688E-4
<2015,admissions0-1,stu0-0application0-0,read> 1.3984239328921415E-4
<2016,stu5-18,gradebook5-6,readScore> 3.640705771523182E-5
<2017,stu5-15,gradebook5-2,readMyScores> 2.981589549464053E-5
<2018,admissions0-1,stu4-19application4-19,read> 7.33081741066196E-5
<2019,registrar0-0,roster1-2,read> 2.056420861888674E-4
<2020,admissions2-0,stu2-12application2-12,setStatus> 5.8878810610432986E-5
<2021,registrar2-1,roster3-8,read> 1.357819134940602E-4
<2022,registrar0-1,roster1-1,write> 1.4942316171241373E-4
<2023,registrar0-1,roster1-2,write> 1.488670823386972E-4
<2024,admissions0-0,stu3-5application3-5,read> 1.2638468878741445E-4
<2025,registrar0-1,roster1-6,write> 1.471988442175476E-4
<2026,stu5-19,gradebook5-9,readMyScores> 2.290165821559282E-5
<2027,registrar0-1,roster1-4,write> 1.45530606096398E-4
<2028,admissions0-1,stu0-4application0-4,setStatus> 1.6680124366058068E-4
<2029,registrar0-1,roster1-9,write> 1.522035585809964E-4
<2030,registrar2-1,roster3-1,read> 1.2858110492182425E-4
<2031,registrar0-1,roster1-7,write> 1.5109139983356332E-4
<2032,admissions0-1,stu5-12application5-12,read> 9.992186177965741E-5
<2033,registrar2-1,roster3-3,read> 1.3178146428726245E-4
<2034,fac1-3,gradebook1-7,assignGrade> 3.0521269652455707E-4
<2035,registrar0-1,roster1-8,write> 1.5164747920727988E-4
<2036,registrar2-1,roster3-4,read> 1.2938119476318383E-4
<2037,registrar2-1,roster3-6,read> 1.341817338113411E-4
<2038,registrar2-0,roster3-8,read> 1.3517977640539473E-4
<2039,registrar2-1,transcript2-19,read> 3.65099349889648E-4
<2040,registrar2-0,roster3-9,read> 1.3597631817650435E-4
<2041,admissions0-0,stu0-0application0-0,read> 1.403172401255103E-4
<2042,admissions2-0,stu2-9application2-9,read> 1.748419857783235E-4
<2043,admissions0-1,stu0-15application0-15,setStatus> 1.5496709400359744E-4
<2044,admissions4-0,stu1-19application1-19,setStatus> 4.980599974736604E-5
<2045,registrar2-0,roster3-1,read> 1.2801090046540817E-4
<2046,fac5-3,gradebook5-7,changeScore> 5.458635025715538E-4
<2047,fac2-1,gradebook2-2,assignGrade> 7.691429299239975E-4
<2048,registrar2-0,roster3-2,read> 1.2641781692318893E-4
<2049,stu1-19,gradebook1-5,addScore> 2.3207214511384986E-4
<2050,admissions0-0,stu5-12application5-12,read> 1.0026115502848477E-4
<2051,registrar2-0,roster3-5,read> 1.3279015109206587E-4
<2052,registrar2-0,roster3-6,read> 1.335866928631755E-4
<2053,registrar2-0,roster3-3,read> 1.3119706754984663E-4
<2054,registrar2-0,roster3-4,read> 1.2880744223651782E-4
<2055,admissions2-1,stu2-18application2-18,read> 1.431417643339631E-4
<2056,stu5-17,gradebook5-8,readMyScores> 1.401649232542393E-5
<2057,registrar4-0,transcript2-13,read> 3.9976365651495376E-4
<2058,registrar4-0,transcript5-0,read> 3.4840599517754154E-4
<2059,registrar4-0,transcript5-1,read> 3.4482290252609417E-4
<2060,admissions2-0,stu2-18application2-18,read> 1.4788352050237595E-4
<2061,admissions4-1,stu3-8application3-8,setStatus> 1.7923247725336355E-4
<2062,registrar4-0,transcript5-5,read> 3.5198908782898885E-4
<2063,stu5-18,gradebook5-3,readMyScores> 5.855355209193477E-5
<2064,registrar4-0,transcript5-4,read> 3.53183452046138E-4
<2065,registrar4-0,transcript5-2,read> 3.507947236118398E-4
<2066,registrar4-0,transcript5-9,read> 3.567665446975854E-4
<2067,stu5-18,gradebook5-7,readMyScores> 2.8795341947478062E-5
<2068,stu2-9,gradebook2-6,readMyScores> 3.076238541038885E-4
<2069,registrar4-0,transcript5-6,read> 3.555721804804363E-4
<2070,registrar4-1,transcript5-0,read> 3.5383922707114845E-4
<2071,stu4-10,gradebook4-6,addScore> 3.413646700489252E-4
<2072,registrar0-1,transcript0-8,read> 1.1309742482004456E-4
<2073,registrar4-1,transcript5-1,read> 3.5020025773117944E-4
<2074,admissions2-0,application5-1,setStatus> 2.0982393643237076E-4
<2075,registrar4-1,transcript5-2,read> 3.5626520663112777E-4
<2076,admissions2-0,stu4-2application4-2,setStatus> 1.0455224351596396E-4
<2077,stu0-2,stu0-2application0-2,checkStatus> 1.0049780749371802E-4
<2078,admissions0-1,application5-3,read> 2.2026201473600233E-4
<2079,registrar4-1,transcript5-6,read> 3.6111716575108635E-4
<2080,fac4-1,gradebook4-2,assignGrade> 4.591626394463445E-4
<2081,admissions0-1,stu4-1application4-1,setStatus> 2.3846359436120133E-4
<2082,stu5-19,gradebook5-5,readMyScores> 2.0045678757802512E-5
<2083,stu5-19,gradebook5-8,readMyScores> 1.4362578555681308E-5
<2084,stu5-1,gradebook5-8,readMyScores> 3.0513269301025755E-5
<2085,stu5-1,gradebook5-1,readMyScores> 6.900841205086814E-5
<2086,admissions4-0,stu0-1application0-1,setStatus> 1.724143814645785E-5
